Nom,Téléphone,Site Web,Adresse,Note Google,Nombre d'avis,Région,Latitude,Longitude
Iphigenie Soldatos Architecte DPLG,01 49 95 96 84,http://www.iphigeniesoldatos-architecte.com/,"50 Rue d'Orsel, 75018 Paris, France",5,13,IDF,48.8835561,2.3414216
Anthony Fournier-Baïxas Architecte Atelier Parisien,01 42 50 82 35,http://atelierparisien.com/,"15 Rue Portefoin, 75003 Paris, France",5,11,IDF,48.863748,2.3592935
Archi’Linea – Architecte maître d'œuvre & Architecture d’Intérieur Île-de-France,06 58 01 91 69,https://www.archilinea.fr/,"3 All. du Clos Tonnerre, 91120 Palaiseau, France",4.6,55,IDF,48.7132915,2.2601268
Bati Monde Rénovation,06 06 76 18 38,http://bati-monde.fr/,"55 Rue Armand Carrel, 93100 Montreuil, France",5,78,IDF,48.85054179999999,2.4183234
Whome - Architecte d'intérieur | Courtier en travaux,01 39 57 29 10,https://www.whome.fr/,"39 Rue Pierre Joseph Proudhon, 78800 Houilles, France",4.9,54,IDF,48.933773,2.1989379
Architoi : architecture & rénovation travaux,,https://www.architoi.com/,"32 Rue Arago, 92800 Puteaux, France",4.6,41,IDF,48.88486899999999,2.2466139
Abdo JBEILY - Architecte DPLG - Ile de France - Val-d'Oise,06 18 23 39 36,http://www.archi-jbeily.com/,"5 Rue Michel Turbelin, 95110 Sannois, France",5,37,IDF,48.970592,2.2671418
ARCHITECTE DPLG EDEN-ARCHI,07 54 20 37 64,http://www.eden-archi.fr/,"210 Av. Charles de Gaulle, 91420 Morangis, France",4.9,69,IDF,48.70539249999999,2.352231
Archi'Ker - Architecte d’intérieur - Maître d'œuvre - Aménagement - Meuble sur mesure,06 74 42 65 86,http://www.archiker.fr/,"8 Rue Carnot, 91430 Igny, France",4.9,39,IDF,48.7428345,2.2267111
NOKÜ Design – Architecte d’intérieur & design graphique / Travaux tout corps d'état à Clichy - Levallois - Ile-de-France,06 51 27 67 42,https://www.design-noku.com/,"25 Rue Georges Boisseau, 92110 Clichy, France",5,44,IDF,48.9039858,2.3166037
Maison Archi'Créa | Rénovation et Architecture,06 28 03 19 05,https://www.maisonarchicrea.com/,"14 Jardins de la Vallée, 92290 Châtenay-Malabry, France",5,17,IDF,48.7643248,2.2894292
ARCHITEKTUS - Architecture d'intérieur et décoration dans les Yvelines (78) et Ile de France (75 - 92 - 95),06 03 36 39 82,https://www.architektus.fr/,"57 Av. de l'Abreuvoir, 78160 Marly-le-Roi, France",4.9,35,IDF,48.8731286,2.1014994
A1 Architecture,06 80 26 96 89,https://www.a1architecture.fr/,"37 B Quai Jean Baptiste Clément, 94140 Alfortville, France",5,47,IDF,48.79023540000001,2.4241577
Archi Renov – Entreprise de rénovation appartement et maison Île-de-France,06 52 79 80 89,https://archi-renov.com/,"11 Rue de Magdebourg, 75116 Paris, France",5,5,IDF,48.8645361,2.2891986
Maison de l'architecture Ile-de-France,01 42 09 31 81,http://www.maisonarchitecture-idf.org/,"148 Rue du Faubourg Saint-Martin, 75010 Paris, France",4.4,49,IDF,48.87532520000001,2.360099
Hinov Studio｜Architecte Noisy-le-Grand,06 24 09 26 18,https://hinovstudio.com/,"2 bis Rue des Giroflées, 93160 Noisy-le-Grand, France",5,16,IDF,48.8470182,2.5695014
Architecte DPLG - R2studio,06 19 83 58 46,http://www.r2studio.fr/,"20 BIS Rue de Seine, 78670 Médan, France",4.9,35,IDF,48.9526522,1.9975788
Archi-Novation,06 03 93 03 21,http://www.archi-novation.com/,"3 BIS Rue Denfert Rochereau, 94170 Le Perreux-sur-Marne, France",5,10,IDF,48.8406381,2.5056219
"Atelier2c (Céline CLOCHET ) : architecte d'intérieur & rénovation énergétique / maison, bureau, appartement",06 77 53 42 35,http://www.atelier2c.fr/,"Rue de la Résistance, 92220 Bagneux, France",5,21,IDF,48.806331,2.3155421
Sara Camus Bouanha Architecture Intérieure,06 21 76 61 13,https://saracamusbouanha.fr/,"15 Rue des Montiboeufs, 75020 Paris, France",5,24,IDF,48.8664298,2.4049452
Architecte d'intérieur / 1001 idées / Ile de France,06 81 44 17 17,http://www.1001ideesdedecoration.com/,"14 Rue de l'Église, 77390 Yèbles, France",5,75,IDF,48.6380768,2.771515
Rénovation & Architecture - Rénovation de maison,01 69 31 37 21,https://renovation-architecture.fr/,"69 Rue de Paris, 91120 Palaiseau, France",5,3,IDF,48.7156771,2.2465141
NC Architecture,06 58 54 65 32,https://nc-architecture.com/,"10 Av. Jean Jaurès, 93360 Neuilly-Plaisance, France",5,25,IDF,48.8587833,2.5069017
Bati Monde Atelier Bois & Métal,06 06 76 18 38,http://bati-monde.fr/,"51 Rue Jacques Verniol, 95370 Montigny-lès-Cormeilles, France",5,8,IDF,48.9899497,2.1940413
Second Souffle - Agence de rénovation et d'architecture d’intérieur,06 73 66 48 16,http://secondsouffle.co/,"29 Rue de l'Orangerie, 78000 Versailles, France",4.7,67,IDF,48.8001766,2.1234389
"Maître d'Oeuvre, Bureau d'étude AD PROJET DESIGN",01 34 85 58 32,https://www.adprojetdesign.com/,"1 Rue Hippolyte Mège-Mouriès, 78120 Rambouillet, France",4.7,17,IDF,48.6224893,1.8293998
Agence Les Fées Déco,06 10 76 01 62,https://www.lesfeesdeco.com/,"30 Rue Sedaine, 75011 Paris, France",4.9,58,IDF,48.8562594,2.3734943
Les Décoreuses - Architectes d'intérieurs Paris 12ème,06 59 19 15 25,http://lesdecoreuses.fr/,"7T Av. de Saint-Mandé, 75012 Paris, France",4.9,32,IDF,48.8457702,2.3966375
"Thomas Jenny, Architecture & Décoration d’intérieur",06 66 50 73 90,http://www.thomasjenny.com/,"29 Rue du Dr Heulin, 75017 Paris, France",5,21,IDF,48.8906078,2.3235493
Murs & Merveilles,06 76 78 82 22,http://mursetmerveilles.fr/,"24 Rue des Bluets, 75011 Paris, France",4.7,26,IDF,48.8648684,2.3836205
Architecte d'intérieur Paris Mio Design,06 82 56 23 87,https://www.miodesign.fr/,"16 Rue du Faubourg Saint-Denis, 75010 Paris, France",5,11,IDF,48.8705819,2.3532677
W and You architecte d'intérieur et rénovation appartement,06 61 02 58 90,https://www.wandyou.com/,"29 Bd Henri IV, 75004 Paris, France",5,7,IDF,48.852116,2.3650567
Archited - Architecte d'intérieur Paris,06 59 30 75 08,http://www.archited.fr/,"Rue Brochant, 75017 Paris, France",5,14,IDF,48.8898526,2.3190106
Atelier caam - Camille Verdiel - architecte d'intérieur Paris 20,06 95 07 72 73,http://www.ateliercaam.com/,"1 Rue Bretonneau, 75020 Paris, France",5,11,IDF,48.867408,2.4023672
Rénovation Interieur Paris - Rénovation Maison & Appartement,01 83 64 36 56,https://renovation-interieur.paris/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,"12 Rue de l'Odéon, 75006 Paris, France",4.8,24,IDF,48.8509273,2.3384879
Christophe Antunes - architecte d'intérieur,06 38 72 19 54,https://www.christopheantunes.com/,"35 Av. Junot, 75018 Paris, France",5,21,IDF,48.8889165,2.3355733
CLAAAC Architecture Intérieure,06 03 23 29 45,https://www.claaac.com/,"2 Rue Henri Chevreau, 75020 Paris, France",5,17,IDF,48.8690016,2.3896862
Agence Intérieurs | Paris | Architecte d'intérieur UFDI 75,06 60 73 24 01,https://agence-interieurs.fr/,"23 Rue Octave Feuillet, 75116 Paris, France",5,3,IDF,48.861748,2.2716505
VS ARCHITECTURE D'INTERIEUR,06 75 15 69 06,https://www.vsinterieur.com/,"11 Rue de Thorigny, 75003 Paris, France",4.9,14,IDF,48.8600212,2.3630731
CÉCILE KOKOCINSKI Architecte D’interieur - Paris 18 - Architecte d'intérieur UFDI,07 56 86 50 40,https://cecilekokocinski.fr/,"42 Rue Eugène Carrière, 75018 Paris, France",5,3,IDF,48.891377,2.33354
"IDEISM Architecte d'intérieur et décoration, vous accompagne dans votre projet de rénovation",06 70 57 31 86,http://www.ideism.fr/,"7 Quai de l'Oise, 75019 Paris, France",5,10,IDF,48.8898746,2.3817463
Agence Design d'Intérieur,09 81 48 49 56,http://www.designdinterieur.com/,"33 Bd de Courcelles, 75008 Paris, France",4.8,19,IDF,48.8805278,2.3119897
SANTINI Architectes,06 62 56 87 85,http://www.santiniarchitectes.fr/,"42 Av. du Président Kennedy, 75016 Paris, France",5,12,IDF,48.855149,2.2838897
Fresh Architectures,01 76 21 51 61,http://www.fresharchitectures.eu/,"64 Rue de Crimée, 75019 Paris, France",4.9,8,IDF,48.88130100000001,2.387626
Atelier Dénu - Architecte,06 22 37 87 84,http://www.de-nu.com/,"11 Rue Sainte-Isaure, 75018 Paris, France",5,7,IDF,48.8935397,2.3438569
KASQ - Votre rénovation sur mesure,06 64 26 16 61,https://kasq.fr/,"64 Ave Parmentier, 75011 Paris, France",4.8,49,IDF,48.8631039,2.3765056
STUDIO IDA,06 15 43 16 20,https://www.studioidaarchitecture.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8443883885647271751,"12 Rue d'Enghien, 75010 Paris, France",5,19,IDF,48.8719021,2.3521909
Renovation Man Paris | Travaux de rénovation et devis travaux gratuits,09 80 80 63 23,https://www.renovationman.com/?utm_campaign=gmb-idf&utm_content=75&utm_medium=organic&utm_source=gmb,"10 Rue des Messageries, 75010 Paris, France",4.2,305,IDF,48.8763696,2.3499858
Bat & Co,01 40 26 77 56,http://batandco.com/,"118 Rue Réaumur, 75002 Paris, France",4.8,22,IDF,48.8680105,2.3449422
Belmard Bâtiment - Renovation Appartement Paris,01 70 94 98 06,https://www.belmard-batiment.fr/,"30 Rue Belgrand, 75020 Paris, France",4.8,124,IDF,48.8644425,2.4025799
Maison Courty,06 37 10 09 63,http://maisoncourty.com/,"5 Rue Villebois Mareuil, 94300 Vincennes, France",5,25,IDF,48.846332,2.4339947
"Maison Vérone, architecture et rénovation d'intérieur",06 22 51 20 73,https://www.maisonverone.com/contacts,"23 Rue de Villiers, 92200 Neuilly-sur-Seine, France",5,5,IDF,48.8872685,2.2825637
Ami studio | Architectes,06 58 89 45 21,https://www.amistudio.fr/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=98524000565574494,"26 Rue Borgnis Desbordes, 78000 Versailles, France",5,11,IDF,48.7934926,2.1279978
Maison Signature By K - Cabinet d'architecte - Entreprise de travaux - Boutique de décoration,01 75 58 87 59,https://maisonsignaturebyk.com/,"30 Rue de Paris, 78100 Saint-Germain-en-Laye, France",4.8,54,IDF,48.89562110000001,2.0927072
DV Architecte,07 81 39 98 89,http://dv-architecte.fr/,"32 Bd du Maréchal Joffre, 92340 Bourg-la-Reine, France",5,19,IDF,48.78507459999999,2.3161168
Paula Bianco Architecte DPLG - Architecture Construction & Rénovation,01 48 59 64 69,http://www.paulabianco.net/,"103 Rue de la Dhuys, 93100 Montreuil, France",5,7,IDF,48.8785371,2.4648767
ARCHITECTE 95 - Uniq Architecture - Ile de France - Val d'Oise,06 59 62 45 26,https://architecte-permis-de-construire.fr/,"Centre D'Affaires, 43 Av. de l'Europe, 95330 Domont, France",5,13,IDF,49.0269527,2.3442156
SVPK ARCHITECTURE - ile de France,06 16 11 02 32,http://www.svpk.fr/,"1 Av. du Ponant, 92390 Villeneuve-la-Garenne, France",5,8,IDF,48.9433583,2.3296012
La Maison Des Travaux Melun 77 – Rénovation & Extension de Maison,01 64 41 61 78,https://melun.lamaisondestravaux.com/,"13 Av. Thiers, 77000 Melun, France",4.8,184,IDF,48.5318165,2.6561628
"ARCHITECTE D'INTERIEUR, Ingrid MARMIER spécialiste optimisation & rangement de la maison",07 63 93 96 35,https://interieursuniques.com/,"38 Rue Robert Villoing, 78500 Sartrouville, France",5,42,IDF,48.9424084,2.1778578
RN Architecture,06 62 12 75 64,http://rn-architecture.fr/,"25 Vla Anatole France, 93200 Saint-Denis, France",5,33,IDF,48.91787069999999,2.3393575
TB'Home architecteurs,01 40 95 10 95,https://tb-home.fr/,"13 Av. Morane Saulnier, 78140 Vélizy-Villacoublay, France",4.9,7,IDF,48.78299149999999,2.2113202
KIBAN ARCHITECTURE | Architecte DPLG - HMNOP - Ile de France | Architecte Paris,01 89 47 21 47,https://kiban-architecture.com/,"4 Rue Alfred Kastler, 94460 Valenton, France",5,6,IDF,48.7502305,2.4567544
architecte,07 56 86 37 08,,"architecte, 93200 Saint-Denis, France",5,22,IDF,48.931536,2.3563056
Envie d'Architecture - Conception passive,01 84 31 31 26,http://www.enviedarchitecture.com/,"42 Rue de l'Innovation, 77550 Moissy-Cramayel, France",5,7,IDF,48.639974,2.573888
Duboëlle Architecte | Paris - Val-de-Marne - Essonne,09 52 25 29 39,http://www.aaddarchitecte.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2388256153984781279,"16 Rue de Verdun, 94220 Charenton-le-Pont, France",4.6,35,IDF,48.824304,2.408051
ASC Architecte d'intérieur et travaux de rénovation Rueil-Malmaison,06 72 75 93 68,https://agence-sandrinecalmet.fr/,"20 Rue Gustave Flaubert, 92500 Rueil-Malmaison, France",5,17,IDF,48.8692924,2.202542
Architecte Val-d'Oise | Amparo Bellver Blasco,06 27 38 28 00,https://www.abbae.fr/,"9 Rue de l'Ourcq, 95460 Ézanville, France",4.9,21,IDF,49.02637319999999,2.3634666
SERERO Architectes Dplg,01 45 08 14 31,http://www.serero.com/,"14 Rue Anatole France, 94230 Cachan, France",5,11,IDF,48.7969186,2.3235778
MAB ARCHITECTURE - ARCHITECTE,06 66 73 29 74,,"9 Rue Aline, 95130 Franconville, France",5,18,IDF,48.9887205,2.2293565
CHARNY-BRUNET ARCHITECTE,09 88 43 00 07,http://charnybrunetarchitecte.com/,"5bis Av. de Condé, 94100 Saint-Maur-des-Fossés, France",5,19,IDF,48.8118014,2.4759822
Joël et Nathalie Telcide🟢Architecte d'intérieur - Décoration Paris & Région Parisienne,06 10 49 22 04,https://www.creatildesign.fr/,"Rue du Pré Gentil, 93110 Rosny-sous-Bois, France",4.8,17,IDF,48.8710384,2.4934687
Fixia Architecte 95,09 73 56 86 93,http://www.fixia.fr/,"1 Bis Rue Gallieni, 95160 Montmorency, France",4.6,23,IDF,48.9946342,2.3242558
MYKA Architecture d'interieur,07 58 01 51 41,https://www.mykaarchitectureinterieur.fr/,"1 Av. de la Vieille France 95380, 95380 Louvres, France",5,24,IDF,49.03858109999999,2.5044666
Atelier saisons architecture,06 74 21 68 64,https://www.ateliersaisonsarchitecture.fr/,"7 Rue André Citroën, 92110 Clichy, France",5,11,IDF,48.9067829,2.3166249
Novarchi,06 73 61 46 43,https://novarchi.info/?utm_source=gmb,"1 Rue Paul Bert, 77420 Champs-sur-Marne, France",5,27,IDF,48.8522223,2.6051965
Gianno di Janno - Atelier d'architecture & Audit énergétique,,http://www.giannodijanno.com/,"69 Rue du Faubourg Saint-Martin, 75010 Paris, France",5,7,IDF,48.8721129,2.3572069
Aiach Maria architecte dplg / architecte d'intérieur,06 14 46 06 62,https://mariaaiach.wixsite.com/monsite,"9 Rue de l'Amiral Roussin, 75015 Paris, France",5,23,IDF,48.8453921,2.2991758
Céline Parisse Architecte Hmonp (Dplg) & Architecte d'intérieur - Boulogne-Billancourt,06 79 15 41 91,http://www.celineparisse.com/,"17 bis Pl. Saint-Germain des Longs Prés, 92100 Boulogne-Billancourt, France",5,12,IDF,48.8275438,2.2484048
Guerrazzi Marika Architecte Dplg,06 45 04 31 10,https://www.architectinfrance.fr/,"129 Av. du Général Leclerc, 75014 Paris, France",4.1,9,IDF,48.8233859,2.3258979
ARCHIFACTORY architectes,06 08 89 27 15,http://www.archifactory.com/,"32 Rue Sorbier, 75020 Paris, France",4.5,8,IDF,48.8661568,2.3921
Architecte DPLG,06 64 91 46 20,,"78 Rue Saint-Louis en l'Île, 75004 Paris, France",4.8,5,IDF,48.8526562,2.3546356
PASCAL MORY ARCHITECTE DPLG,01 42 46 00 37,http://www.pascalmory.com/,"22 Rue Vaneau, 75007 Paris, France",5,2,IDF,48.8534989,2.3191832
S+R architecte,06 58 77 97 02,https://srarchitecte.eu/,"89 Rue du Rocher, 75008 Paris, France",5,2,IDF,48.8805755,2.3170092
Julien Devos Architecte,06 77 17 95 52,https://juliendevosarchitecte.fr/,"30 All. Vivaldi, 75012 Paris, France",5,1,IDF,48.8417839,2.3907501
Benjamin DAHAN Architecte dplg,06 61 79 48 09,http://www.bdahan.com/,"8 Rue Boileau, 75016 Paris, France",5,1,IDF,48.8472277,2.2658114
architecte dplg,07 56 96 84 92,,"Rue Championnet, 75018 Paris, France",5,1,IDF,48.8956912,2.3401686
CONFIANCE TRAVAUX,06 83 77 49 94,https://confiancetravaux.fr/,"3 Rue de Genève, 69006 Lyon, France",5,110,LYON,,
Genay Façades,06 60 09 52 65,https://www.genayfacades.fr/,"12 Chem. de la Blanchisserie, 69250 Neuville-sur-Saône, France",5,109,LYON,,
Influences,06 63 61 81 07,http://www.archi-influences.fr/,"27 Pl. Auguste Delorme, 69620 Val d'Oingt, France",5,79,LYON,,
Tessy HARMANT,06 81 34 76 16,http://www.tessyharmant.com/,"143 Av. Barthélémy Buyer, 69005 Lyon, France",5,74,LYON,,
Alexandra Hilvert - Décoratrice d'intérieur Lyon - Architecte d'intérieur Lyon,06 70 45 84 35,https://www.alexandra-hilvert.fr/,"61 Rue Pierre Corneille, 69006 Lyon, France",5,71,LYON,,
N Services,04 50 38 73 60,http://www.nservices74.com/?utm_source=gmb,"14 Rue du Bois de la Rose, 74100 Ville-la-Grand, France",5,70,LYON,,
AC Design,09 53 30 48 43,http://www.acdesign.pro/,"29 Av. des Bruyères, 69150 Décines-Charpieu, France",5,65,LYON,,
JADE Aménagements D'intérieur,06 74 40 51 09,http://jade-interieur.fr/,"78 Av. de Genève, 74000 Annecy, France",5,53,LYON,,
Thiers Maçonnerie | Maçon à Thiers (63),04 73 94 10 44,http://www.thiers-maconnerie.fr/,"Zone artisanale de Matussière, 31 rue du Forez, 63300 Thiers, France",5,49,LYON,,
Agence Alexandre TRIPIER | Architecte d’Intérieur & Maître d'Œuvre | Grenoble - Rhône-Alpes,06 85 33 71 13,http://www.alexandretripier.com/,"8 Rte des Bois, 38500 Voiron, France",5,48,LYON,,
illiCO travaux,07 54 36 11 63,https://www.illico-travaux.com/agence/illico-travaux-saint-etienne-ouest-forez/?utm_campaign=gmb-gmb150107220&utm_medium=site-internet-illico-travaux0&utm_source=gmb0,"445 Rte de Bayard, 42580 La Tour-en-Jarez, France",5,48,LYON,,
Little Worker Lyon,,https://littleworker.fr/,"51 Cr de la Liberté, 69003 Lyon, France",5,47,LYON,,
AJ BATI,06 78 12 59 56,https://aj-bati.fr/,"33 Av. Paul Painlevé, 01500 Ambérieu-en-Bugey, France",5,47,LYON,,
E.G. BAT'- Extension de maisons clé en main,06 98 34 13 78,http://construction-maison-granger.com/,"3 Rue Laurent Mourguet, 69740 Genas, France",5,46,LYON,,
Silence-Home,04 15 45 97 91,http://www.silence-home.fr/,"55 Bis Rue de la Barge, 03300 Cusset, France",5,46,LYON,,
Avenir Rénovations Annonay,04 20 98 05 26,https://www.avenir-renovations.fr/agence/avenir-renovations-07-annonay/,"45 Rue Alphonse Daudet, 07100 Annonay, France",5,45,LYON,,
NOVATECH,06 52 77 35 13,https://www.rm-bat.fr/,"50 Chem. de Pommier, 69330 Meyzieu, France",5,44,LYON,,
Derenon Plomberie Chauffage Renovation Peinture,06 25 92 63 95,https://derenon.fr/,"2 Rue Germaine Tillon, 26100 Romans-sur-Isère, France",5,44,LYON,,
La Maison Des Travaux,06 65 17 70 99,https://bourg-en-bresse.lamaisondestravaux.com/,"Centre, 01000 Bourg-en-Bresse, France",5,43,LYON,,
Christina Lopez Architecture et décoration intérieure,06 29 69 01 72,http://www.cldecorationinterieure.com/,"Chem. de Gresine, 73100 Brison-Saint-Innocent, France",5,41,LYON,,
France Verte bureau d'études thermique RGE - audit énergétique Lyon,09 86 08 79 79,https://groupefranceverte.fr/,"22 Av. Barthélémy Thimonnier, 69300 Caluire-et-Cuire, France",5,40,LYON,,
DARITRAVO,06 22 59 59 70,http://daritravo.fr/,"6 Rue Gambetta, 69330 Meyzieu, France",5,40,LYON,,
CJ Inside Architecte d'intérieur / Villefranche Sur Saône,06 87 03 22 86,https://www.cjinside.fr/,"206 Rue de Belleville, 69400 Villefranche-sur-Saône, France",5,40,LYON,,
Pauline Roux dessinatrice en architecture,06 84 09 49 93,http://paulineroux.fr/,"12 Rue de la Croix des Rameaux, 43700 Saint-Germain-Laprade, France",5,40,LYON,,
Agence Julie POCINO | Architecture d’Intérieur & Maîtrise d'Œuvre | Grenoble - Alpes,06 83 33 79 21,https://juliepocino.com/,"100 Rue de la Liberté, 38180 Seyssins, France",5,39,LYON,,
Christophe Sarlandie architecte d'intérieur Lyon,07 64 07 90 87,https://christophesarlandie.com/,"52 Rue du Colombier, 69007 Lyon, France",5,38,LYON,,
Happy Confort,04 28 04 01 12,http://www.happyconfort.fr/?utm_source=gmb,"50 Rue Dorian, 42700 Firminy, France",5,38,LYON,,
ArtéArmonyDesign,06 81 39 63 29,http://www.artearmonydesign.com/,"6 Rue d'Arlande, 07300 Tournon-sur-Rhône, France",5,38,LYON,,
Architecte Lyon⎪Gigonzac Architecture,07 78 70 17 32,https://www.gigonzac-architecture.fr/,"14 Rue Perrod, 69004 Lyon, France",5,37,LYON,,
Architecte Clermont-Ferrand - Jony Coelho architecte,06 65 05 66 79,,"22 All. Alan Turing, 63000 Clermont-Ferrand, France",5,37,LYON,,
VINCENT CONSEIL ET RENOVATION,07 69 67 22 54,https://www.vincentconseilrenovation.fr/,"33 Av. des Îles, 74960 Annecy, France",5,37,LYON,,
OZ BAT,06 65 40 50 71,http://www.oz-bat.fr/,"14 bis Rue Pollet, 69250 Neuville-sur-Saône, France",5,37,LYON,,
Archek Design et Rénovation,06 18 60 11 12,http://www.archekdesign.fr/,"18 Rue Germain Sommeiller, 74100 Annemasse, France",5,37,LYON,,
Bâtir Positif | Audit énergétique RGE & MAR Lyon (69),09 88 41 50 88,https://batirpositif.fr/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"7 Rue des Maraîchers, 69120 Vaulx-en-Velin, France",5,36,LYON,,
KIBER Menuiserie & Sol,07 88 55 96 61,https://www.kebc.fr/,"67 Av. Sadi Carnot, 26000 Valence, France",5,36,LYON,,
RENOVALYON,04 37 22 17 18,https://www.renovalyon.com/,"14 Chem. de Chapoly-Laval, 69230 Saint-Genis-Laval, France",5,36,LYON,,
Maitriséa (Maître d'oeuvre),06 60 46 55 07,https://www.maitrisea.fr/,"58 Pl. des platanes, 38110 Saint-Clair-de-la-Tour, France",5,36,LYON,,
RECOBAT - Rénovation Etude et Conseil en Bâtiment,06 24 09 01 97,https://www.recobati.com/,"31 Av. Lefèvre, 69120 Vaulx-en-Velin, France",5,36,LYON,,
Raphaelle décore pour vous - décoration intérieur - Bourgoin Jallieu,06 72 64 96 48,https://www.raphaelledecorepourvous.com/,"145 Rte de Succieu, 38300 Sérézin-de-la-Tour, France",5,36,LYON,,
Arch2L - Architecte en rénovation,06 29 34 60 74,http://ledit-architecture.fr/,"10 Rue Jubin, 69100 Villeurbanne, France",5,35,LYON,,
KILINC Architecture,04 78 04 11 02,http://kilinc-architecture.com/,"7 bis Rue Janin, 69004 Lyon, France",5,35,LYON,,
Étamine Décoration • Clermont-Ferrand • Delphine Lescure • Architecte d'intérieur et Décoratrice • UFDI 63,06 87 06 04 83,https://www.etaminedecoration.fr/,"17A Rue Pierre Brousse, 63190 Lezoux, France",5,35,LYON,,
Architecte d'intérieur Annecy - Lise RASSAT,07 82 06 82 10,https://www.liserassat.com/,"124 Av. de Genève, 74000 Annecy, France",5,34,LYON,,
Interieur Personnel Xavier Tholy Maître d'oeuvre & Coordination de travaux Lyon,06 11 74 44 10,https://www.instagram.com/interieurpersonnel/?hl=fr,"65 Av. de la République, 69370 Saint-Didier-au-Mont-d'Or, France",5,33,LYON,,
EDIKS déco74 - Travaux de Rénovation,04 50 58 29 98,http://ediksdeco74.fr/,"1073 Av. Georges Clemenceau, 74300 Cluses, France",5,33,LYON,,
Notes de Styles - Agence Architecte d'intérieur Lyon,07 49 64 75 23,https://www.notesdestyles.com/nos-agences/architecte-dinterieur-rhone/agence-notes-de-styles-lyon/,"33 Rue de la République, 69002 Lyon, France",5,32,LYON,,
Bénédicte Frère | Maison FRERE - Architecte d'intérieur & décoratrice Lyon,06 99 71 18 83,https://www.instagram.com/benedicte_frere/,"50 Rue Georges Gouy, 69007 Lyon, France",5,32,LYON,,
AMARENO26 - Maître d’œuvre,07 67 86 55 20,https://www.amareno26.fr/,"15 Chem. des Acacias, 26320 Saint-Marcel-lès-Valence, France",5,32,LYON,,
MH INTERIOR - Alison Lanceleur | Architecte d'intérieur Valence,06 04 45 06 85,https://mh-interior.fr/decorateur-auvergne-rhone-alpes/decorateur-architecte-interieur-valence-26/,"33 Av. de Verdun, 26000 Valence, France",5,32,LYON,,
Fort Construction Rénovation,06 11 83 93 71,https://www.fortconstructionrenovation.fr/,"33 Rue du Stade, 26600 La Roche-de-Glun, France",5,32,LYON,,
Frasil - Maitrise d'oeuvre et Architecture d'intérieur,06 14 12 25 74,https://frasil.fr/,"71 Rue Francis de Pressensé, 69100 Villeurbanne, France",5,31,LYON,,
L' Atelier,04 71 74 33 67,http://www.latelier-brioude.fr/,"30 Av. de la Gare, 43100 Brioude, France",5,31,LYON,,
Architecte d'Intérieur Annecy - Tatiana Bisquer,06 65 44 98 44,https://www.smartconcept-design.fr/,"22 Bd Taine, 74000 Annecy, France",5,30,LYON,,
MH INTERIOR - Nolwenn & Alison | Architectes d’intérieur Bourgoin-Jallieu,06 69 00 03 54,https://mh-interior.fr/decorateur-auvergne-rhone-alpes/decorateur-architecte-interieur-bourgoin-jallieu-38/,"8 Rue Joseph Cugnot, 38300 Bourgoin-Jallieu, France",5,30,LYON,,
Enerdust - Bureau d'études thermique,0 801 07 07 14,https://enerdust.fr/,"15 Pl. Grenette, 73200 Albertville, France",5,30,LYON,,
Bati'lifting,06 18 74 43 86,https://www.batilifting42.com/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb,"52 Rue Jean Jaurès, 42800 Rive-de-Gier, France",5,30,LYON,,
MIKE GROENKE INTÉRIEURS - Architecte d'intérieur & Décorateur Lyon,06 17 17 27 67,https://www.mike-groenke.com/,"74 Rue Montesquieu, 69007 Lyon, France",5,29,LYON,,
La Maison Des Travaux,07 61 03 83 58,https://lyon3.lamaisondestravaux.com/,"42 Cours Dr Long, 69003 Lyon, France",5,29,LYON,,
L'Esquisse d'Aquila,06 89 47 65 18,http://www.lesquissedaquila.fr/,"97 Chem. du Canet, 38950 Saint-Martin-le-Vinoux, France",5,29,LYON,,
Chemin Amenagement,06 64 88 36 66,https://www.chemin-amenagement.com/,"119 Rte d'Heyrieux, 69800 Saint-Priest, France",5,29,LYON,,
Marie Luquet Conseil Aménagement et Décoration intérieure Lyon et environs,06 89 95 10 88,http://www.marieldsg.com/,"16A Chem. du Moulin Carron, 69570 Dardilly, France",5,29,LYON,,
Teezy Concept Intérieur,06 62 78 14 14,https://www.teezy-concept-interieur.fr/,"497 Rte de Saint-André, 01120 Montluel, France",5,29,LYON,,
e-paysages,06 35 32 79 66,http://www.e-paysages.fr/,"Chem. des Bois des Fornets, 74800 La Roche-sur-Foron, France",5,29,LYON,,
MG CREA RENOV',06 23 20 07 04,https://mgcrearenov.wixsite.com/mg38,"30 Av. Général Leclerc, 38200 Vienne, France",5,29,LYON,,
BARYMO - Maître d’œuvre - Rénovation & Construction | Rhône-Alpes,06 33 34 43 25,https://barymo.fr/,"752 Rue Claires Fontaines, 01150 Saint-Vulbas, France",5,28,LYON,,
